date,time,temp,humidity,clouds,visibility,wind_speed,conditions
2025-03-11,14:00,299.15,20,0,10000,3.1,clear sky
2025-03-11,16:00,298.92,19,0,10000,4.6,clear sky
2025-03-11,18:00,296.84,21,0,10000,4.63,clear sky
2025-03-11,20:00,292.44,31,0,10000,4.1,clear sky
2025-03-11,22:00,292.08,38,0,10000,5.14,clear sky
2025-03-12,06:00,287.09,80,0,10000,4.47,clear sky
2025-03-12,08:00,287.86,88,100,10000,3.6,overcast clouds
2025-03-12,10:00,292.58,71,75,10000,7.2,broken clouds
2025-03-12,12:00,297.58,54,0,10000,6.2,clear sky
2025-03-12,14:00,301.09,43,0,10000,7.2,clear sky
2025-03-12,16:00,299.79,44,0,10000,6.2,clear sky
2025-03-12,18:00,297.45,51,0,10000,5.7,clear sky
2025-03-12,20:00,294.96,57,0,10000,4.12,clear sky
2025-03-12,22:00,294.11,65,0,10000,4.63,clear sky
2025-03-13,06:00,288.81,89,0,10000,3.58,clear sky
2025-03-13,08:00,290.05,89,100,10000,4.63,overcast clouds
2025-03-13,10:00,295.15,61,0,10000,6.71,clear sky
2025-03-13,12:00,299.64,40,0,10000,2.68,clear sky
2025-03-13,14:00,301.54,34,0,,1.34,clear sky
2025-03-13,16:00,301.71,39,18,,1.76,few clouds
2025-03-13,18:00,298.99,42,0,10000,2.1,clear sky
2025-03-13,20:00,296,49,0,10000,2.6,clear sky
2025-03-13,22:00,295,42,0,10000,2.6,clear sky
2025-03-14,06:00,291.14,73,0,10000,5.14,clear sky
2025-03-14,08:00,291.14,83,75,10000,6.71,broken clouds
2025-03-14,10:00,294.68,70,100,10000,8.49,overcast clouds
2025-03-14,12:00,298.78,55,100,10000,7.72,light rain
2025-03-14,14:00,300.44,46,75,10000,8.8,light rain
2025-03-14,16:00,301.01,42,20,10000,8.23,few clouds
2025-03-14,18:00,300.41,47,20,10000,6.7,few clouds
2025-03-14,20:00,298.46,58,40,10000,6.7,scattered clouds
2025-03-14,22:00,296.81,69,100,10000,7.2,light rain
2025-03-15,06:00,290.98,42,100,8047,2.6,light rain
2025-03-15,08:00,289.35,44,20,9656,4.6,haze
2025-03-15,10:00,287.6,62,100,10000,0,light rain
2025-03-15,12:00,294.79,48,0,10000,5.14,clear sky
2025-03-15,14:00,297.08,32,0,10000,6.26,clear sky
2025-03-15,16:00,298.05,16,0,10000,9.8,clear sky
2025-03-15,18:00,294.15,33,75,10000,9.83,broken clouds
2025-03-15,20:00,289.83,47,20,10000,6.7,few clouds
2025-03-15,22:00,288.02,42,100,10000,6.2,overcast clouds
2025-03-16,06:00,283.01,48,0,10000,6.2,clear sky
2025-03-16,08:00,283.48,47,0,10000,5.81,clear sky
2025-03-16,10:00,286.66,38,0,10000,7.6,clear sky
2025-03-16,12:00,290.05,21,0,10000,7.6,clear sky
2025-03-16,14:00,292.24,20,0,10000,4.47,clear sky
2025-03-16,16:00,293.09,16,0,10000,5.14,clear sky
2025-03-16,18:00,290.9,17,0,10000,4.63,clear sky
2025-03-16,20:00,285.21,37,0,10000,0.89,clear sky
2025-03-16,22:00,284.9,33,0,10000,0,clear sky
2025-03-17,06:00,281.34,51,0,10000,2.68,clear sky
2025-03-17,08:00,285.46,43,0,10000,4.63,clear sky
2025-03-17,10:00,292.54,27,0,10000,6.7,clear sky
2025-03-17,12:00,297.09,19,0,10000,7.6,clear sky
2025-03-17,14:00,299.9,18,0,10000,7.2,clear sky
2025-03-17,16:00,298.01,18,0,10000,6.69,clear sky
2025-03-17,18:00,296.63,19,0,10000,4.63,clear sky
2025-03-17,20:00,293.09,27,0,10000,3.6,clear sky
2025-03-17,22:00,292.08,34,0,10000,4.12,clear sky
2025-03-18,06:00,287.45,73,0,10000,3.1,clear sky
2025-03-18,08:00,288.95,72,0,10000,4.12,clear sky
2025-03-18,10:00,294.23,53,0,10000,9.3,clear sky
2025-03-18,12:00,297.54,41,0,10000,8.49,clear sky
2025-03-18,14:00,299.78,36,0,10000,9.8,clear sky
2025-03-18,16:00,299.89,37,0,10000,9.3,clear sky
2025-03-18,18:00,298.65,39,0,10000,8.23,clear sky
2025-03-18,20:00,295.85,48,0,10000,7.15,clear sky
2025-03-18,22:00,294.71,55,0,10000,9.8,clear sky
2025-03-19,06:00,293.81,65,100,10000,8.49,overcast clouds
2025-03-19,08:00,293.95,66,20,10000,7.72,few clouds
2025-03-19,10:00,296.95,17,0,10000,9.39,clear sky
2025-03-19,12:00,294.79,18,0,10000,11.83,clear sky
2025-03-19,14:00,294.79,27,0,10000,11.83,clear sky
2025-03-19,16:00,292.45,29,0,10000,12.4,clear sky
2025-03-19,18:00,288.6,34,20,10000,10.8,few clouds
2025-03-19,20:00,285.25,41,40,10000,8.23,scattered clouds
2025-03-19,22:00,283.58,40,100,10000,11.18,overcast clouds
2025-03-20,06:00,280.05,45,0,10000,5.81,clear sky
2025-03-20,08:00,281.66,41,0,10000,7.2,clear sky
2025-03-20,10:00,284.57,32,0,10000,7.6,clear sky
2025-03-20,12:00,287.86,24,0,10000,8.05,clear sky
2025-03-20,14:00,289.57,17,0,10000,7.6,clear sky
2025-03-20,16:00,290.29,16,0,10000,5.36,clear sky
2025-03-20,18:00,288.03,18,0,10000,5.14,clear sky
2025-03-20,20:00,284.28,29,0,10000,0,clear sky
2025-03-20,22:00,281.48,40,0,10000,1.54,clear sky
2025-03-21,06:00,278.18,48,54,,2.24,broken clouds
2025-03-21,08:00,283.57,39,0,10000,4.12,clear sky
2025-03-21,10:00,289.19,28,0,10000,7.2,clear sky
2025-03-21,12:00,292.76,20,0,10000,5.36,clear sky
2025-03-21,14:00,295.36,16,0,10000,5.81,clear sky
2025-03-21,16:00,294.7,16,0,10000,7.2,clear sky
2025-03-21,18:00,293,20,0,10000,5.7,clear sky
2025-03-21,20:00,289.28,31,0,10000,2.6,clear sky
2025-03-21,22:00,289.28,30,0,10000,3.6,clear sky
2025-03-22,06:00,283.95,74,0,10000,2.24,clear sky
2025-03-22,08:00,287.75,67,0,10000,3.58,clear sky
2025-03-22,10:00,293.17,59,0,10000,4.63,clear sky
2025-03-22,12:00,296.87,52,0,10000,4.47,clear sky
2025-03-22,14:00,299.16,43,20,10000,4.63,few clouds
2025-03-22,16:00,299.99,40,40,10000,6.7,scattered clouds
2025-03-22,18:00,297.61,33,0,10000,4.1,clear sky
2025-03-22,20:00,294.51,36,0,10000,4.12,clear sky
2025-03-22,22:00,294.27,47,20,10000,4.12,few clouds
2025-03-23,06:00,292.24,80,100,10000,5.7,overcast clouds
2025-03-23,08:00,293.48,77,100,10000,6.71,overcast clouds
2025-03-23,10:00,295.77,70,100,10000,7.15,overcast clouds
2025-03-23,12:00,300.33,54,40,10000,8.8,scattered clouds
2025-03-23,14:00,299.71,48,75,10000,6.7,light rain
2025-03-23,16:00,299.43,47,75,10000,3.09,light rain
2025-03-23,18:00,298.16,54,75,10000,2.6,light rain
2025-03-23,20:00,295.38,66,75,10000,1.54,broken clouds
2025-03-23,22:00,293.44,34,20,10000,2.6,few clouds
2025-03-24,06:00,284.9,50,0,10000,1.54,clear sky
2025-03-24,08:00,288.61,47,0,10000,2.1,clear sky
2025-03-24,10:00,294.23,29,0,10000,4.63,clear sky
2025-03-24,12:00,297.18,19,0,10000,3.58,clear sky
2025-03-24,14:00,299.27,15,0,10000,2.68,clear sky
2025-03-24,16:00,298.42,15,0,10000,1.54,clear sky
2025-03-24,18:00,296.56,19,20,10000,2.6,few clouds
2025-03-24,20:00,292.08,34,0,10000,1.54,clear sky
2025-03-24,22:00,290.99,39,0,10000,2.24,clear sky
2025-03-25,06:00,286.45,65,0,10000,3.1,clear sky
2025-03-25,08:00,290.25,56,0,10000,1.54,clear sky
2025-03-25,10:00,298.09,35,0,10000,1.79,clear sky
2025-03-25,12:00,302.75,25,0,10000,3.58,clear sky
2025-03-25,14:00,304.9,18,0,10000,0,clear sky
2025-03-25,16:00,304.57,20,0,10000,1.79,clear sky
2025-03-25,18:00,299.99,27,0,10000,1.54,clear sky
2025-03-25,20:00,297.58,29,0,10000,2.6,clear sky
2025-03-25,22:00,294.88,39,0,10000,2.6,clear sky
2025-03-26,06:00,288.81,85,100,10000,3.6,moderate rain
2025-03-26,08:00,287.96,93,100,10000,2.24,light rain
2025-03-26,10:00,290.15,86,0,10000,3.58,clear sky
2025-03-26,12:00,291.45,81,0,10000,2.68,light rain
2025-03-26,14:00,295.75,52,91,,2.54,overcast clouds
2025-03-26,16:00,295.33,70,0,10000,3.1,clear sky
2025-03-26,18:00,294.68,70,0,10000,3.1,clear sky
2025-03-26,20:00,290.99,83,0,10000,2.68,clear sky
2025-03-26,22:00,289.9,89,0,10000,2.1,clear sky
2025-03-27,06:00,287.18,90,0,4023,1.34,mist
2025-03-27,08:00,290.89,84,0,10000,3.58,clear sky
2025-03-27,10:00,297.03,63,0,10000,3.13,clear sky
2025-03-27,12:00,300.15,49,0,10000,5.36,clear sky
2025-03-27,14:00,301.56,36,0,10000,5.14,clear sky
2025-03-27,16:00,298.84,34,0,10000,4.6,clear sky
2025-03-27,18:00,296.39,46,75,10000,3.6,broken clouds
2025-03-27,20:00,294.28,54,0,10000,1.54,clear sky
2025-03-27,22:00,293.18,60,100,10000,1.34,overcast clouds
2025-03-28,06:00,292.09,74,100,10000,3.1,moderate rain
2025-03-28,08:00,293.48,75,0,10000,5.14,light rain
2025-03-28,10:00,292.96,89,100,10000,3.6,heavy intensity rain
2025-03-28,12:00,295.99,65,100,10000,4.12,light rain
2025-03-28,14:00,292.96,89,100,10000,1.54,moderate rain
2025-03-28,16:00,292.34,92,100,9656,2.24,heavy intensity rain
2025-03-28,18:00,292.96,89,100,10000,6.2,moderate rain
2025-03-28,20:00,292.18,88,100,10000,6.7,light rain
2025-03-28,22:00,290.77,90,75,10000,4.47,moderate rain
2025-03-29,06:00,291.76,90,100,10000,3.1,overcast clouds
2025-03-29,08:00,292.05,90,100,10000,3.6,overcast clouds
2025-03-29,10:00,295.07,80,100,10000,4.6,light rain
2025-03-29,12:00,297.24,77,100,10000,4.12,light rain
2025-03-29,14:00,299.25,56,40,10000,6.7,light rain
2025-03-29,16:00,299.08,59,75,10000,4.12,broken clouds
2025-03-29,18:00,298.2,64,0,10000,4.12,clear sky
2025-03-29,20:00,295.89,77,0,10000,3.1,clear sky
2025-03-29,22:00,295.15,85,0,10000,4.63,clear sky
2025-03-30,06:00,294.75,87,100,10000,5.14,overcast clouds
2025-03-30,08:00,295.05,84,20,10000,5.81,light rain
2025-03-30,10:00,297.34,71,0,10000,8.23,clear sky
2025-03-30,12:00,303.17,46,0,10000,4.02,clear sky
2025-03-30,14:00,304.78,43,0,10000,7.72,clear sky
2025-03-30,16:00,305.25,41,0,10000,7.2,heavy intensity rain
2025-03-30,18:00,296.51,86,94,,0.71,overcast clouds
2025-03-30,20:00,292.5,92,99,,1.93,light rain
2025-03-30,22:00,293.67,62,75,10000,3.1,broken clouds
2025-03-31,06:00,285.29,78,0,10000,2.68,clear sky
2025-03-31,08:00,287.75,70,0,10000,5.14,clear sky
2025-03-31,10:00,291.76,57,0,10000,4.47,clear sky
2025-03-31,12:00,294.68,48,0,10000,5.7,clear sky
2025-03-31,14:00,297.45,38,0,10000,3.58,clear sky
2025-03-31,16:00,295.06,48,0,,0.8,clear sky
2025-03-31,18:00,292.22,74,66,,0.87,broken clouds
2025-03-31,20:00,290.25,64,0,10000,0.45,clear sky
2025-03-31,22:00,290.38,53,0,10000,1.54,clear sky
2025-04-01,06:00,284.68,80,0,10000,2.68,clear sky
2025-04-01,08:00,286.87,66,0,10000,4.63,clear sky
2025-04-01,10:00,292.07,57,0,10000,6.71,clear sky
2025-04-01,12:00,293.69,60,100,10000,4.02,overcast clouds
2025-04-01,14:00,297.07,60,100,10000,6.71,overcast clouds
2025-04-01,16:00,298.69,63,100,10000,5.81,overcast clouds
2025-04-01,18:00,298.18,69,100,10000,8.75,light rain
2025-04-01,20:00,296.87,80,100,10000,5.81,overcast clouds
2025-04-01,22:00,297.09,81,75,10000,8.23,broken clouds
2025-04-02,06:00,297.09,78,100,10000,7.2,overcast clouds
2025-04-02,08:00,298.95,74,100,10000,11.62,overcast clouds
2025-04-02,10:00,299.68,71,100,10000,7.6,light rain
2025-04-02,12:00,301.25,58,100,10000,8.49,light rain
2025-04-02,14:00,298.67,62,98,,5.81,light rain
2025-04-02,16:00,295.61,92,100,,3.62,heavy intensity rain
2025-04-02,18:00,295.02,88,100,,1.54,heavy intensity rain
2025-04-02,20:00,294.44,87,100,,0.75,heavy intensity rain
2025-04-02,22:00,290.99,93,100,10000,2.1,light rain
2025-04-03,06:00,290.92,89,100,10000,4.63,light rain
2025-04-03,08:00,292.24,92,100,10000,5.36,moderate rain
2025-04-03,10:00,293.07,92,100,10000,6.7,moderate rain
2025-04-03,12:00,292.55,89,100,10000,5.7,heavy intensity rain
2025-04-03,14:00,289.27,89,100,9656,5.36,light rain
2025-04-03,16:00,288.18,93,100,4828,5.14,thunderstorm
2025-04-03,18:00,287.54,93,100,10000,5.36,light rain
2025-04-03,20:00,287.34,93,100,10000,4.92,moderate rain
2025-04-03,22:00,288.18,89,100,10000,4.02,light rain
2025-04-04,06:00,289.68,95,100,6437,2.24,mist
2025-04-04,08:00,292.45,97,100,8047,3.13,mist
2025-04-04,10:00,298.48,83,100,10000,8.8,overcast clouds
2025-04-04,12:00,299.57,82,100,10000,4.92,light rain
2025-04-04,14:00,301.25,75,100,10000,5.14,moderate rain
2025-04-04,16:00,300.36,76,40,10000,5.14,moderate rain
2025-04-04,18:00,298.07,87,100,10000,5.7,thunderstorm with light rain
2025-04-04,20:00,293.98,93,100,3219,4.1,thunderstorm with heavy rain
2025-04-04,22:00,293.88,94,100,2012,5.7,thunderstorm with heavy rain
2025-04-05,06:00,293.48,95,100,10000,2.6,light rain
2025-04-05,08:00,296.04,94,100,4828,7.2,thunderstorm
2025-04-05,10:00,293.73,95,100,,4.7,light rain
2025-04-05,12:00,290.5,96,100,10000,4.75,thunderstorm
2025-04-05,14:00,286.87,90,100,10000,4.92,thunderstorm
2025-04-05,16:00,286.18,93,100,6437,5.1,thunderstorm with light rain
2025-04-05,18:00,286.45,84,100,10000,5.7,moderate rain
2025-04-05,20:00,285.99,86,100,10000,5.81,light rain
2025-04-05,22:00,285.36,80,100,10000,5.81,light rain
2025-04-06,06:00,283.48,89,100,10000,2.6,light rain
2025-04-06,08:00,282.96,88,100,10000,3.6,overcast clouds
2025-04-06,10:00,283.98,81,100,10000,3.6,overcast clouds
2025-04-06,12:00,285.77,74,100,10000,3.58,overcast clouds
2025-04-06,14:00,286.39,71,100,10000,3.13,overcast clouds
2025-04-06,16:00,286.45,77,100,10000,3.58,overcast clouds
2025-04-06,18:00,284.16,91,100,4828,3.1,mist
2025-04-06,20:00,282.45,92,100,6437,5.7,moderate rain
2025-04-06,22:00,281.94,93,100,10000,4.47,light rain
2025-04-07,06:00,281.95,90,100,10000,2.1,overcast clouds
2025-04-07,08:00,283.74,80,0,10000,3.6,clear sky
2025-04-07,10:00,287.03,57,0,10000,4.47,clear sky
2025-04-07,12:00,289.47,43,0,10000,4.92,clear sky
2025-04-07,14:00,291.25,35,0,10000,5.36,clear sky
2025-04-07,16:00,292.34,33,0,10000,4.02,clear sky
2025-04-07,18:00,290.51,31,0,10000,3.1,clear sky
2025-04-07,20:00,287.08,50,0,10000,0,clear sky
2025-04-07,22:00,284.28,63,0,10000,0,clear sky
2025-04-08,06:00,279.9,84,0,10000,2.1,clear sky
2025-04-08,08:00,286.83,57,0,10000,3.1,clear sky
2025-04-08,10:00,290.93,44,0,10000,1.54,clear sky
2025-04-08,12:00,295.05,30,0,10000,2.68,clear sky
2025-04-08,14:00,297.45,25,0,10000,4.12,clear sky
2025-04-08,16:00,295.37,25,0,10000,3.6,clear sky
2025-04-08,18:00,294.12,29,0,10000,1.5,clear sky
2025-04-08,20:00,289.88,51,0,10000,2.1,clear sky
2025-04-08,22:00,288.78,53,0,10000,2.1,clear sky
2025-04-09,06:00,283.58,79,0,10000,2.68,clear sky
2025-04-09,08:00,288.61,62,0,10000,3.6,clear sky
2025-04-09,10:00,293.73,46,0,10000,4.63,clear sky
2025-04-09,12:00,297.55,36,0,10000,6.2,clear sky
2025-04-09,14:00,299.27,31,0,10000,7.2,clear sky
2025-04-09,16:00,298.9,30,0,10000,6.2,clear sky
2025-04-09,18:00,297.4,35,0,10000,4.12,clear sky
2025-04-09,20:00,291.91,59,0,10000,1.54,clear sky
2025-04-09,22:00,292.37,57,0,10000,2.6,clear sky
2025-04-10,06:00,287.45,78,0,10000,2.1,clear sky
2025-04-10,08:00,290.67,72,0,10000,2.24,clear sky
2025-04-10,10:00,295.05,58,0,10000,2.24,clear sky
2025-04-10,12:00,298.85,48,0,10000,1.79,clear sky
2025-04-10,14:00,300.98,40,0,10000,0.45,clear sky
2025-04-10,16:00,302.86,34,0,10000,2.24,clear sky
2025-04-10,18:00,300.43,29,0,10000,3.1,clear sky
2025-04-10,20:00,295.85,57,0,10000,2.1,clear sky
2025-04-10,22:00,294.28,49,0,10000,2.1,clear sky
2025-04-11,06:00,284.9,78,0,10000,2.1,clear sky
2025-04-11,08:00,291.55,48,0,10000,2.6,clear sky
2025-04-11,10:00,297.13,31,0,10000,5.14,clear sky
2025-04-11,12:00,299.15,23,0,10000,6.2,clear sky
2025-04-11,14:00,299.75,21,0,10000,8.8,clear sky
2025-04-11,16:00,297.89,21,0,10000,5.7,clear sky
2025-04-11,18:00,296.2,21,0,10000,3.6,clear sky
2025-04-11,20:00,290.38,39,0,10000,0,clear sky
2025-04-11,22:00,289.88,37,0,10000,0,clear sky
2025-04-12,06:00,283.17,80,0,10000,3.1,clear sky
2025-04-12,08:00,288.69,65,0,10000,2.68,clear sky
2025-04-12,10:00,294.23,45,0,10000,5.7,clear sky
2025-04-12,12:00,296.45,35,0,10000,4.02,clear sky
2025-04-12,14:00,298.81,32,0,10000,2.1,clear sky
2025-04-12,16:00,298.49,30,0,10000,3.6,clear sky
2025-04-12,18:00,296.99,33,0,10000,4.12,clear sky
2025-04-12,20:00,293.09,46,0,10000,3.6,clear sky
2025-04-12,22:00,291.61,52,0,10000,3.6,clear sky
2025-04-13,06:00,289.11,77,0,10000,4.12,clear sky
2025-04-13,08:00,293.48,65,0,10000,5.14,clear sky
2025-04-13,10:00,299.23,42,0,10000,7.72,clear sky
2025-04-13,12:00,302.55,33,0,10000,10.3,clear sky
2025-04-13,14:00,304.27,37,0,10000,8.8,clear sky
2025-04-13,16:00,303.21,35,0,10000,7.2,clear sky
2025-04-13,18:00,302.11,40,0,10000,5.7,clear sky
2025-04-13,20:00,299.46,52,0,10000,5.14,clear sky
2025-04-13,22:00,298.01,55,0,10000,5.36,clear sky
2025-04-14,06:00,291.99,87,40,10000,4.12,scattered clouds
2025-04-14,08:00,293.95,79,40,10000,4.92,scattered clouds
2025-04-14,10:00,297.34,60,20,10000,6.71,few clouds
2025-04-14,12:00,301.01,47,0,10000,4.92,clear sky
2025-04-14,14:00,302.96,42,0,10000,6.2,clear sky
2025-04-14,16:00,303.17,42,40,10000,4.63,scattered clouds
2025-04-14,18:00,299.72,47,40,10000,3.6,scattered clouds
2025-04-14,20:00,297.5,67,40,10000,0.89,scattered clouds
2025-04-14,22:00,296.14,69,40,10000,2.6,scattered clouds
2025-04-15,06:00,287.5,52,0,10000,2.1,clear sky
2025-04-15,08:00,292.41,39,0,10000,3.6,clear sky
2025-04-15,10:00,293.79,25,0,10000,5.14,clear sky
2025-04-15,12:00,295.27,24,0,10000,6.2,clear sky
2025-04-15,14:00,297.45,23,0,10000,2.1,clear sky
2025-04-15,16:00,296.67,23,0,10000,2.6,clear sky
2025-04-15,18:00,295.41,20,0,10000,0,clear sky
2025-04-15,20:00,291.48,34,0,10000,0,clear sky
2025-04-15,22:00,288.18,57,0,10000,1.54,clear sky
2025-04-16,06:00,284.9,66,0,10000,3.1,clear sky
2025-04-16,08:00,291.87,42,0,10000,3.13,clear sky
2025-04-16,10:00,296.45,26,0,10000,4.63,clear sky
2025-04-16,12:00,299.27,25,0,10000,5.36,clear sky
2025-04-16,14:00,300.36,28,0,10000,3.58,clear sky
2025-04-16,16:00,298.74,29,0,10000,4.6,clear sky
2025-04-16,18:00,297.28,37,0,10000,4.1,clear sky
2025-04-16,20:00,294.71,50,0,10000,3.1,clear sky
2025-04-16,22:00,292.51,62,7,,2.24,clear sky
2025-04-17,06:00,290.03,83,20,10000,5.14,few clouds
2025-04-17,08:00,293.37,78,0,10000,6.7,clear sky
2025-04-17,10:00,297.96,64,100,10000,6.7,overcast clouds
2025-04-17,12:00,301.46,51,20,10000,6.71,few clouds
2025-04-17,14:00,303.77,44,0,10000,8.8,clear sky
2025-04-17,16:00,303.58,44,0,10000,7.6,clear sky
2025-04-17,18:00,301.39,49,0,10000,4.63,clear sky
2025-04-17,20:00,299.15,56,0,10000,5.14,clear sky
2025-04-17,22:00,297.45,64,0,10000,6.7,clear sky
2025-04-18,06:00,294.15,82,75,10000,3.6,broken clouds
2025-04-18,08:00,295.77,76,100,10000,4.12,overcast clouds
2025-04-18,10:00,299.23,65,75,10000,7.15,broken clouds
2025-04-18,12:00,302.45,55,20,10000,6.71,few clouds
2025-04-18,14:00,303.69,51,0,10000,7.6,clear sky
2025-04-18,16:00,303.79,48,20,10000,6.2,few clouds
2025-04-18,18:00,301.39,56,0,10000,2.6,clear sky
2025-04-18,20:00,299.75,62,0,10000,4.63,clear sky
2025-04-18,22:00,299.11,66,0,10000,6.7,clear sky
2025-04-19,06:00,294.9,85,20,10000,5.36,few clouds
2025-04-19,08:00,296.14,79,75,10000,7.6,broken clouds
2025-04-19,10:00,299.16,66,0,10000,7.15,clear sky
2025-04-19,12:00,299.16,62,20,10000,4.12,few clouds
2025-04-19,14:00,299.78,61,0,10000,4.63,clear sky
2025-04-19,16:00,299.78,67,0,10000,4.47,clear sky
2025-04-19,18:00,298.07,74,0,10000,3.13,clear sky
2025-04-19,20:00,297.24,75,0,10000,5.14,clear sky
2025-04-19,22:00,297.24,71,0,10000,6.71,clear sky
2025-04-20,06:00,294.06,87,100,10000,3.6,light rain
2025-04-20,08:00,296.14,80,20,10000,7.72,light rain
2025-04-20,10:00,297.96,71,75,10000,9.39,light rain
2025-04-20,12:00,299.68,66,75,10000,8.94,light rain
2025-04-20,14:00,300.36,60,100,10000,10.8,light rain
2025-04-20,16:00,299.08,60,100,10000,9.3,light rain
2025-04-20,18:00,294.83,71,100,10000,4.63,light rain
2025-04-20,20:00,294.75,70,100,10000,3.13,overcast clouds
2025-04-20,22:00,291.83,72,100,10000,2.6,overcast clouds
2025-04-21,06:00,285.25,87,0,10000,0.45,clear sky
2025-04-21,08:00,291.92,65,0,10000,0.89,clear sky
2025-04-21,10:00,295.67,52,0,10000,3.58,clear sky
2025-04-21,12:00,298.69,43,0,10000,3.6,clear sky
2025-04-21,14:00,301.14,31,0,10000,2.24,clear sky
2025-04-21,16:00,300.98,35,0,10000,3.58,clear sky
2025-04-21,18:00,294.8,58,0,,1.88,clear sky
2025-04-21,20:00,294.28,52,0,10000,2.6,clear sky
2025-04-21,22:00,292.58,56,0,10000,3.1,clear sky
2025-04-22,06:00,286.87,90,0,10000,1.54,clear sky
2025-04-22,08:00,293.73,80,0,10000,3.13,light rain
2025-04-22,10:00,298.81,67,75,10000,2.68,light rain
2025-04-22,12:00,302.08,48,75,10000,3.1,broken clouds
2025-04-22,14:00,302.55,41,75,10000,4.02,light rain
2025-04-22,16:00,301.62,35,0,10000,1.54,light rain
2025-04-22,18:00,296.8,71,0,,2.22,clear sky
2025-04-22,20:00,297.58,55,0,10000,2.1,clear sky
2025-04-22,22:00,295.29,69,0,10000,2.1,clear sky
2025-04-23,06:00,291.25,96,20,6437,2.24,mist
2025-04-23,08:00,291.97,93,20,9656,1.79,mist
2025-04-23,10:00,294.61,84,100,10000,3.1,light rain
2025-04-23,12:00,296.9,78,75,10000,2.6,broken clouds
2025-04-23,14:00,295.99,84,100,10000,2.68,light rain
2025-04-23,16:00,296.25,86,75,10000,3.1,light rain
2025-04-23,18:00,294.68,90,100,10000,2.1,overcast clouds
2025-04-23,20:00,292.96,93,100,10000,2.6,overcast clouds
2025-04-23,22:00,291.25,96,20,10000,1.54,few clouds
2025-04-24,06:00,289.68,96,100,402,1.54,fog
2025-04-24,08:00,291.87,96,100,4023,2.68,mist
2025-04-24,10:00,293.58,90,100,10000,2.68,overcast clouds
2025-04-24,12:00,295.36,81,100,10000,2.24,overcast clouds
2025-04-24,14:00,297.54,76,75,10000,2.1,light rain
2025-04-24,16:00,297.45,81,20,10000,1.54,light rain
2025-04-24,18:00,295.15,96,20,9656,3.13,thunderstorm
2025-04-24,20:00,294.27,90,40,10000,1.34,light rain
2025-04-24,22:00,294.27,90,100,9656,2.6,mist
2025-04-25,06:00,291.03,99,75,10000,4.12,broken clouds
2025-04-25,08:00,292.75,91,20,10000,4.02,few clouds
2025-04-25,10:00,295.57,84,75,10000,3.1,broken clouds
2025-04-25,12:00,300.15,62,0,10000,2.24,clear sky
2025-04-25,14:00,302.96,53,0,10000,4.12,clear sky
2025-04-25,16:00,303.18,53,20,10000,3.6,few clouds
2025-04-25,18:00,302.03,58,0,10000,2.1,clear sky
2025-04-25,20:00,296.39,82,0,10000,0.45,clear sky
2025-04-25,22:00,294.27,93,0,10000,0,clear sky
2025-04-26,06:00,292.54,93,75,10000,0,broken clouds
2025-04-26,08:00,296.03,88,75,10000,3.13,light rain
2025-04-26,10:00,300.67,62,0,10000,4.02,light rain
2025-04-26,12:00,302.45,61,0,10000,4.02,light rain
2025-04-26,14:00,302.96,59,75,10000,2.24,light rain
2025-04-26,16:00,298.17,82,20,10000,3.6,heavy intensity rain
2025-04-26,18:00,297.08,88,75,10000,4.02,thunderstorm
2025-04-26,20:00,294.78,90,75,10000,4.12,light rain
2025-04-26,22:00,293.07,95,0,10000,4.02,light rain
2025-04-27,06:00,292.34,96,75,9656,1.79,mist
2025-04-27,08:00,294.06,96,100,8047,2.68,mist
2025-04-27,10:00,297.44,77,100,10000,2.1,overcast clouds
2025-04-27,12:00,302.96,55,40,10000,4.63,scattered clouds
2025-04-27,14:00,304,48,40,10000,4.12,scattered clouds
2025-04-27,16:00,303.4,45,20,10000,5.14,few clouds
2025-04-27,18:00,298.55,72,16,,2.27,few clouds
2025-04-27,20:00,297.54,74,0,10000,2.1,clear sky
2025-04-27,22:00,296.97,75,0,10000,3.1,clear sky
2025-04-28,06:00,293.71,94,75,10000,4.12,broken clouds
2025-04-28,08:00,296.27,86,75,10000,5.14,broken clouds
2025-04-28,10:00,300.19,69,40,10000,5.66,scattered clouds
2025-04-28,12:00,299.66,67,100,,5.19,overcast clouds
2025-04-28,14:00,302.65,54,40,10000,7.15,scattered clouds
2025-04-28,16:00,303.57,58,75,10000,5.81,broken clouds
2025-04-28,18:00,300.06,67,0,10000,3.6,clear sky
2025-04-28,20:00,297.05,72,100,10000,3.78,overcast clouds
2025-04-28,22:00,295.06,78,100,10000,3.58,overcast clouds
2025-04-29,06:00,292.96,91,100,10000,4.08,overcast clouds
2025-04-29,08:00,295.58,79,100,10000,2.79,overcast clouds
2025-04-29,10:00,299.11,71,40,10000,5.66,scattered clouds
2025-04-29,12:00,301,65,75,10000,4.02,broken clouds
2025-04-29,14:00,302.89,59,75,10000,4.63,broken clouds
2025-04-29,16:00,302.75,57,40,10000,4.92,scattered clouds
2025-04-29,18:00,300.93,66,0,10000,3.09,clear sky
2025-04-29,20:00,297.35,79,0,10000,2.06,clear sky
2025-04-29,22:00,295.87,93,75,10000,3.6,broken clouds
2025-04-30,06:00,292.04,93,0,6437,1.54,mist
2025-04-30,08:00,294.39,92,100,10000,4.63,overcast clouds
